casual,Saturday,395641
member,Tuesday,552570
casual,Friday,306510
member,Monday,493376
member,Thursday,565216
member,Sunday,374568
member,Wednesday,540247
casual,Wednesday,212780
casual,Thursday,247931
casual,Sunday,316996
casual,Monday,219263
member,Saturday,439918
member,Friday,518608
casual,Tuesday,216951
