42.030,-87.690,116,20,17.241
41.939,-87.664,2780,479,17.230
41.930,-87.670,1881,324,17.225
41.910,-87.630,14579,2509,17.210
41.814,-87.666,93,16,17.204
41.943,-87.671,1994,343,17.202
41.852,-87.691,134,23,17.164
41.974,-87.750,105,18,17.143
41.854,-87.686,391,67,17.136
41.890,-87.690,321,55,17.134
41.966,-87.701,397,68,17.128
41.947,-87.683,1092,187,17.125
41.879,-87.632,1940,332,17.113
41.840,-87.630,304,52,17.105
41.911,-87.690,1497,256,17.101
41.965,-87.658,3136,536,17.092
41.933,-87.648,2670,456,17.079
41.910,-87.720,369,63,17.073
41.850,-87.650,205,35,17.073
41.961,-87.776,82,14,17.073
41.795,-87.619,545,93,17.064
41.902,-87.628,4572,780,17.060
41.969,-87.761,611,104,17.021
41.808,-87.697,100,17,17.000
41.814,-87.693,253,43,16.996
41.790,-87.700,53,9,16.981
41.930,-87.690,1085,184,16.959
41.963,-87.656,578,98,16.955
41.878,-87.626,118,20,16.949
41.870,-87.630,4013,679,16.920
41.961,-87.717,532,90,16.917
41.912,-87.635,8951,1513,16.903
41.916,-87.687,2499,422,16.887
41.883,-87.649,2198,371,16.879
41.896,-87.699,670,113,16.866
41.940,-87.680,2065,348,16.852
42.013,-87.666,647,109,16.847
41.954,-87.664,2464,415,16.843
41.960,-87.787,95,16,16.842
41.946,-87.703,333,56,16.817
41.930,-87.708,381,64,16.798
41.940,-87.653,7022,1179,16.790
41.928,-87.736,137,23,16.788
41.908,-87.673,3037,508,16.727
41.918,-87.697,1473,246,16.701
41.875,-87.686,623,104,16.693
41.958,-87.650,3345,558,16.682
41.915,-87.668,2368,395,16.681
41.912,-87.669,72,12,16.667
41.900,-87.610,54,9,16.667
41.881,-87.687,427,71,16.628
41.932,-87.659,3113,517,16.608
41.835,-87.618,813,135,16.605
41.920,-87.678,1822,302,16.575
41.719,-87.608,133,22,16.541
41.932,-87.739,133,22,16.541
41.951,-87.669,1657,274,16.536
41.819,-87.643,121,20,16.529
41.831,-87.618,484,80,16.529
41.954,-87.709,351,58,16.524
41.960,-87.650,3227,533,16.517
41.970,-87.690,1297,214,16.500
42.065,-87.715,279,46,16.487
41.950,-87.659,443,73,16.479
41.960,-87.690,577,95,16.464
41.842,-87.657,298,49,16.443
41.784,-87.614,140,23,16.429
41.960,-87.670,1225,201,16.408
41.930,-87.650,7131,1170,16.407
41.930,-87.660,4177,685,16.399
42.060,-87.680,1671,274,16.397
41.940,-87.640,8368,1369,16.360
41.932,-87.678,1119,183,16.354
42.020,-87.680,361,59,16.343
41.904,-87.630,875,143,16.343
41.961,-87.676,1776,290,16.329
41.910,-87.680,3500,570,16.286
42.050,-87.680,2543,414,16.280
41.918,-87.691,1358,221,16.274
41.918,-87.689,375,61,16.267
42.050,-87.670,873,142,16.266
42.040,-87.680,412,67,16.262
41.795,-87.596,2791,453,16.231
41.949,-87.654,111,18,16.216
41.900,-87.690,1613,261,16.181
42.060,-87.670,1094,177,16.179
41.963,-87.679,1169,189,16.168
41.914,-87.705,1456,235,16.140
41.962,-87.671,1236,199,16.100
41.844,-87.710,87,14,16.092
41.962,-87.691,864,139,16.088
42.058,-87.677,2894,465,16.068
41.822,-87.622,137,22,16.058
41.772,-87.693,81,13,16.049
41.810,-87.600,187,30,16.043
41.890,-87.620,9701,1556,16.040
41.920,-87.680,1949,312,16.008
41.831,-87.647,938,150,15.991
41.860,-87.680,213,34,15.962
41.968,-87.730,188,30,15.957
41.900,-87.697,1899,303,15.956
42.030,-87.710,69,11,15.942
41.956,-87.765,270,43,15.926
41.936,-87.664,4114,655,15.921
41.946,-87.646,6055,964,15.921
41.926,-87.639,5465,870,15.919
41.854,-87.647,849,135,15.901
41.965,-87.663,126,20,15.873
41.945,-87.824,63,10,15.873
41.890,-87.670,1016,161,15.846
41.920,-87.690,1957,310,15.841
41.913,-87.678,215,34,15.814
41.900,-87.680,2018,319,15.808
41.973,-87.668,4288,677,15.788
